rid,date_of_service,location,planned_arrival_time,planned_departure_time,actual_arrival_time,actual_departure_time,late_canc_reason
202301037046786,03/01/2023,COL,15:00,15:01,14:59,15:00,811
202301037046786,03/01/2023,CHM,15:18,15:20,15:23,15:24,811
202301037046786,03/01/2023,SRA,15:43,15:44,15:55,16:01,811
202301037046786,03/01/2023,LST,15:56,,16:10,,811
202301037046788,03/01/2023,NRW,,15:00,,14:59,
202301037046788,03/01/2023,DIS,15:16,15:17,15:16,15:17,
202301037046788,03/01/2023,SMK,15:28,15:29,15:28,15:28,
202301037046788,03/01/2023,IPS,15:40,15:42,15:39,15:41,
202301037046788,03/01/2023,MNG,15:50,15:51,15:50,15:51,
202301037046788,03/01/2023,COL,16:00,16:01,15:58,16:00,
202301037046788,03/01/2023,CHM,16:18,16:20,16:16,16:19,
202301037046788,03/01/2023,SRA,16:43,16:44,16:42,16:44,
202301037046788,03/01/2023,LST,16:56,,16:51,,
202301037046789,03/01/2023,NRW,,16:00,,15:59,
202301037046789,03/01/2023,DIS,16:16,16:17,16:16,16:17,
202301037046789,03/01/2023,SMK,16:28,16:29,16:28,16:28,
202301037046789,03/01/2023,IPS,16:40,16:42,16:38,16:41,
202301037046789,03/01/2023,MNG,16:50,16:51,16:51,16:51,
202301037046789,03/01/2023,COL,17:00,17:01,16:59,17:00,
202301037046789,03/01/2023,CHM,17:18,17:20,17:17,17:20,
202301037046789,03/01/2023,SRA,17:43,17:44,17:43,17:44,
202301037046789,03/01/2023,LST,17:56,,17:51,,
202301047013492,04/01/2023,NRW,,16:00,,16:00,
202301047013492,04/01/2023,DIS,16:16,16:17,16:15,16:17,
202301047013492,04/01/2023,SMK,16:28,16:29,16:27,16:28,
202301047013492,04/01/2023,IPS,16:40,16:42,16:38,16:41,
202301047013492,04/01/2023,MNG,16:50,16:51,16:50,16:51,
202301047013492,04/01/2023,COL,17:00,17:01,16:58,17:00,
202301047013492,04/01/2023,CHM,17:18,17:20,17:16,17:20,
202301047013492,04/01/2023,SRA,17:43,17:44,17:42,17:44,
202301047013492,04/01/2023,LST,17:56,,17:50,,
202301047046774,04/01/2023,NRW,,08:00,,08:00,
202301047046774,04/01/2023,DIS,08:16,08:17,08:16,08:17,
202301047046774,04/01/2023,SMK,08:28,08:29,08:27,08:28,
202301047046774,04/01/2023,IPS,08:40,08:42,08:38,08:41,
202301047046774,04/01/2023,MNG,08:50,08:51,08:50,08:51,
202301047046774,04/01/2023,COL,09:00,09:01,08:58,09:00,
202301047046774,04/01/2023,CHM,09:18,09:19,09:17,09:18,
202301047046774,04/01/2023,SRA,09:42,09:43,09:44,09:45,
202301047046774,04/01/2023,LST,09:55,,09:52,,
202301047046776,04/01/2023,NRW,,09:00,,08:59,
202301047046776,04/01/2023,DIS,09:16,09:17,09:15,09:17,
202301047046776,04/01/2023,SMK,09:28,09:29,09:27,09:28,
202301047046776,04/01/2023,IPS,09:40,09:42,09:39,09:41,
202301047046776,04/01/2023,MNG,09:50,09:51,09:50,09:51,
202301047046776,04/01/2023,COL,10:00,10:01,09:58,10:00,
202301047046776,04/01/2023,CHM,10:23,10:24,10:19,10:23,
202301047046776,04/01/2023,SRA,10:55,10:55,10:49,10:55,
202301047046776,04/01/2023,LST,11:07,,11:03,,
202301047046778,04/01/2023,NRW,,10:00,,09:59,
202301047046778,04/01/2023,DIS,10:16,10:17,10:16,10:17,
202301047046778,04/01/2023,SMK,10:28,10:29,10:28,10:28,
202301047046778,04/01/2023,IPS,10:40,10:42,10:38,10:41,
202301047046778,04/01/2023,MNG,10:50,10:51,10:50,10:51,
202301047046778,04/01/2023,COL,11:00,11:01,10:58,11:00,
202301047046778,04/01/2023,CHM,11:18,11:20,11:16,11:20,
202301047046778,04/01/2023,SRA,11:45,11:46,11:42,11:45,
202301047046778,04/01/2023,LST,11:58,,11:52,,
202301047046780,04/01/2023,NRW,,11:10,,11:10,
202301047046780,04/01/2023,DIS,11:26,11:27,11:26,11:27,
202301047046780,04/01/2023,SMK,11:38,11:39,11:37,11:38,
202301047046780,04/01/2023,IPS,11:50,11:52,11:48,11:51,
202301047046780,04/01/2023,MNG,12:00,12:01,12:00,12:01,
202301047046780,04/01/2023,COL,12:11,12:13,12:08,12:12,
202301047046780,04/01/2023,CHM,12:30,12:31,12:29,12:31,
202301047046780,04/01/2023,SRA,12:55,12:55,13:06,13:07,
202301047046780,04/01/2023,LST,13:07,,13:13,,
202301047046782,04/01/2023,NRW,,12:00,,11:59,
202301047046782,04/01/2023,DIS,12:16,12:17,12:16,12:17,
202301047046782,04/01/2023,SMK,12:28,12:29,12:27,12:28,
202301047046782,04/01/2023,IPS,12:40,12:42,12:38,12:41,
202301047046782,04/01/2023,MNG,12:50,12:51,12:50,12:51,
202301047046782,04/01/2023,COL,13:00,13:01,12:58,13:00,
202301047046782,04/01/2023,CHM,13:18,13:20,13:16,13:19,
202301047046782,04/01/2023,SRA,13:46,13:47,13:46,13:47,
202301047046782,04/01/2023,LST,13:59,,13:53,,
202301047046784,04/01/2023,NRW,,13:00,,13:00,
202301047046784,04/01/2023,DIS,13:16,13:17,13:15,13:17,
202301047046784,04/01/2023,SMK,13:28,13:29,13:27,13:28,
202301047046784,04/01/2023,IPS,13:40,13:42,13:38,13:41,
202301047046784,04/01/2023,MNG,13:50,13:51,13:50,13:51,
202301047046784,04/01/2023,COL,14:00,14:01,13:57,14:00,
202301047046784,04/01/2023,CHM,14:18,14:20,14:16,14:19,
202301047046784,04/01/2023,SRA,14:43,14:44,14:42,14:44,
202301047046784,04/01/2023,LST,14:56,,14:50,,
202301047046786,04/01/2023,NRW,,14:00,,14:00,
202301047046786,04/01/2023,DIS,14:16,14:17,14:16,14:17,
202301047046786,04/01/2023,SMK,14:28,14:29,14:28,14:28,
202301047046786,04/01/2023,IPS,14:40,14:42,14:39,14:41,
202301047046786,04/01/2023,MNG,14:50,14:51,14:50,14:51,
202301047046786,04/01/2023,COL,15:00,15:01,14:58,15:00,
202301047046786,04/01/2023,CHM,15:18,15:20,15:17,15:19,
202301047046786,04/01/2023,SRA,15:43,15:44,15:42,15:44,
202301047046786,04/01/2023,LST,15:56,,15:52,,
202301047046788,04/01/2023,NRW,,15:00,,14:59,
202301047046788,04/01/2023,DIS,15:16,15:17,15:16,15:17,
202301047046788,04/01/2023,SMK,15:28,15:29,15:27,15:28,
202301047046788,04/01/2023,IPS,15:40,15:42,15:38,15:41,
202301047046788,04/01/2023,MNG,15:50,15:51,15:50,15:52,
202301047046788,04/01/2023,COL,16:00,16:01,15:58,16:00,
202301047046788,04/01/2023,CHM,16:18,16:20,16:16,16:19,
202301047046788,04/01/2023,SRA,16:43,16:44,16:43,16:44,
202301047046788,04/01/2023,LST,16:56,,16:51,,
202301057021400,05/01/2023,NRW,,08:00,,08:00,
202301057021400,05/01/2023,DIS,08:16,08:17,08:16,08:18,
202301057021400,05/01/2023,SMK,08:28,08:29,08:28,08:29,
202301057021400,05/01/2023,IPS,08:40,08:42,08:40,08:41,
202301057021400,05/01/2023,MNG,08:50,08:51,08:50,08:52,
202301057021400,05/01/2023,COL,09:00,09:01,08:59,09:00,
202301057021400,05/01/2023,CHM,09:18,09:20,09:17,09:20,
202301057021400,05/01/2023,SRA,09:43,09:44,09:42,09:44,
202301057021400,05/01/2023,LST,09:56,,09:51,,
202301057021402,05/01/2023,NRW,,09:00,,08:59,
202301057021402,05/01/2023,DIS,09:16,09:17,09:16,09:17,
202301057021402,05/01/2023,SMK,09:28,09:29,09:28,09:28,
202301057021402,05/01/2023,IPS,09:40,09:42,09:38,09:41,
202301057021402,05/01/2023,MNG,09:50,09:51,09:51,09:52,
202301057021402,05/01/2023,COL,10:00,10:01,09:59,10:00,
202301057021402,05/01/2023,CHM,10:18,10:20,10:17,10:19,
202301057021402,05/01/2023,SRA,10:43,10:44,10:43,10:44,
202301057021402,05/01/2023,LST,10:56,,10:51,,
202301057021404,05/01/2023,NRW,,10:00,,09:59,651
202301057021404,05/01/2023,DIS,10:16,10:17,10:16,10:17,651
202301057021404,05/01/2023,SMK,10:28,10:29,10:29,10:29,651
202301057021404,05/01/2023,IPS,10:40,10:42,10:39,10:41,651
202301057021404,05/01/2023,MNG,10:50,10:51,10:50,10:51,651
202301057021404,05/01/2023,COL,11:00,11:01,10:58,11:00,651
202301057021404,05/01/2023,CHM,11:18,11:20,11:16,11:20,651
202301057021404,05/01/2023,SRA,11:43,11:44,11:43,11:44,651
202301057021404,05/01/2023,LST,11:56,,11:52,,651
202301057021406,05/01/2023,NRW,,11:00,,10:59,
202301057021406,05/01/2023,DIS,11:16,11:17,11:16,11:17,
202301057021406,05/01/2023,SMK,11:28,11:29,11:28,11:29,
202301057021406,05/01/2023,IPS,11:40,11:42,11:39,11:41,
202301057021406,05/01/2023,MNG,11:50,11:51,11:50,11:51,
202301057021406,05/01/2023,COL,12:00,12:01,11:59,12:00,
202301057021406,05/01/2023,CHM,12:18,12:20,12:16,12:20,
202301057021406,05/01/2023,SRA,12:43,12:44,12:42,12:44,
202301057021406,05/01/2023,LST,12:56,,12:50,,
202301057021408,05/01/2023,NRW,,12:00,,11:59,651
202301057021408,05/01/2023,DIS,12:16,12:17,12:15,12:17,651
202301057021408,05/01/2023,SMK,12:28,12:29,12:27,12:28,651
202301057021408,05/01/2023,IPS,12:40,12:42,12:38,12:41,651
202301057021408,05/01/2023,MNG,12:50,12:51,12:50,12:51,651
202301057021408,05/01/2023,COL,13:00,13:01,12:58,13:00,651
202301057021408,05/01/2023,CHM,13:18,13:20,13:16,13:19,651
202301057021408,05/01/2023,SRA,13:43,13:44,13:42,13:44,651
202301057021408,05/01/2023,LST,13:56,,13:50,,651
202301057021410,05/01/2023,NRW,,13:00,,13:00,576
202301057021410,05/01/2023,DIS,13:16,13:17,13:16,13:17,576
202301057021410,05/01/2023,SMK,13:28,13:29,13:28,13:28,576
202301057021410,05/01/2023,IPS,13:40,13:42,13:39,13:41,576
202301057021410,05/01/2023,MNG,13:50,13:51,13:50,13:51,576
202301057021410,05/01/2023,COL,14:00,14:01,13:58,14:00,576
202301057021410,05/01/2023,CHM,14:18,14:20,14:27,14:29,576
202301057021410,05/01/2023,SRA,14:43,14:44,14:51,14:53,576
202301057021410,05/01/2023,LST,14:56,,15:00,,576
202301057021412,05/01/2023,NRW,,14:00,,13:59,
202301057021412,05/01/2023,DIS,14:16,14:17,14:16,14:17,
202301057021412,05/01/2023,SMK,14:28,14:29,14:28,14:29,
202301057021412,05/01/2023,IPS,14:40,14:42,14:38,14:41,
202301057021412,05/01/2023,MNG,14:50,14:51,14:50,14:51,
202301057021412,05/01/2023,COL,15:00,15:01,14:58,15:00,
202301057021412,05/01/2023,CHM,15:18,15:20,15:17,15:19,
202301057021412,05/01/2023,SRA,15:43,15:44,15:42,15:44,
202301057021412,05/01/2023,LST,15:56,,15:51,,
202301057021414,05/01/2023,NRW,,15:00,,14:59,
202301057021414,05/01/2023,DIS,15:16,15:17,15:16,15:17,
202301057021414,05/01/2023,SMK,15:28,15:29,15:28,15:28,
202301057021414,05/01/2023,IPS,15:40,15:42,15:38,15:41,
202301057021414,05/01/2023,MNG,15:50,15:51,15:52,15:53,
202301057021414,05/01/2023,COL,16:00,16:01,16:00,16:00,
202301057021414,05/01/2023,CHM,16:18,16:20,16:17,16:19,
202301057021414,05/01/2023,SRA,16:43,16:44,16:43,16:44,
202301057021414,05/01/2023,LST,16:56,,16:51,,
202301057021416,05/01/2023,NRW,,16:00,,15:59,
202301057021416,05/01/2023,DIS,16:16,16:17,16:15,16:17,
202301057021416,05/01/2023,SMK,16:28,16:29,16:27,16:28,
202301057021416,05/01/2023,IPS,16:40,16:42,16:38,16:41,
202301057021416,05/01/2023,MNG,16:50,16:51,16:50,16:51,
202301057021416,05/01/2023,COL,17:00,17:01,16:58,17:00,
202301057021416,05/01/2023,CHM,17:18,17:20,17:16,17:19,
202301057021416,05/01/2023,SRA,17:43,17:44,17:42,17:44,
202301057021416,05/01/2023,LST,17:56,,17:50,,
202301057021417,05/01/2023,NRW,,17:00,,17:00,895
202301057021417,05/01/2023,DIS,17:16,17:17,17:16,17:17,895
202301057021417,05/01/2023,SMK,17:28,17:29,17:28,17:28,895
202301057021417,05/01/2023,IPS,17:40,17:42,17:48,17:49,895
202301057021417,05/01/2023,MNG,17:50,17:51,17:58,17:58,895
202301057021417,05/01/2023,COL,18:00,18:01,18:05,18:05,895
202301057021417,05/01/2023,CHM,18:18,18:20,18:21,18:22,895
202301057021417,05/01/2023,SRA,18:43,18:44,18:45,18:46,895
202301057021417,05/01/2023,LST,18:56,,18:52,,895
202301057021419,05/01/2023,NRW,,18:00,,18:00,
202301057021419,05/01/2023,DIS,18:16,18:17,18:16,18:18,
202301057021419,05/01/2023,SMK,18:28,18:29,18:28,18:28,
202301057021419,05/01/2023,IPS,18:40,18:42,18:38,18:41,
202301057021419,05/01/2023,MNG,18:50,18:51,18:50,18:51,
202301057021419,05/01/2023,COL,19:00,19:01,18:57,19:00,
202301057021419,05/01/2023,CHM,19:18,19:20,19:16,19:19,
202301057021419,05/01/2023,SRA,19:43,19:44,19:42,19:44,
202301057021419,05/01/2023,LST,19:56,,19:51,,
202301057021421,05/01/2023,NRW,,19:00,,18:59,
202301057021421,05/01/2023,DIS,19:16,19:17,19:16,19:17,
202301057021421,05/01/2023,SMK,19:28,19:29,19:28,19:28,
202301057021421,05/01/2023,IPS,19:40,19:42,19:39,19:41,
202301057021421,05/01/2023,MNG,19:50,19:51,19:54,19:55,
202301057021421,05/01/2023,COL,20:00,20:01,20:02,20:02,
202301057021421,05/01/2023,CHM,20:18,20:20,20:20,20:21,
202301057021421,05/01/2023,SRA,20:43,20:44,20:45,20:46,
202301057021421,05/01/2023,LST,20:56,,20:53,,
202301067046774,06/01/2023,NRW,,08:00,,07:59,
202301067046774,06/01/2023,DIS,08:16,08:17,08:15,08:17,
202301067046774,06/01/2023,SMK,08:28,08:29,08:28,08:28,
202301067046774,06/01/2023,IPS,08:40,08:42,08:38,08:41,
202301067046774,06/01/2023,MNG,08:50,08:51,08:50,08:51,
202301067046774,06/01/2023,COL,09:00,09:01,08:58,09:00,
202301067046774,06/01/2023,CHM,09:18,09:19,09:16,09:19,
202301067046774,06/01/2023,SRA,09:42,09:43,09:42,09:43,
202301067046774,06/01/2023,LST,09:55,,09:50,,
202301067046776,06/01/2023,NRW,,09:00,,08:59,
202301067046776,06/01/2023,DIS,09:16,09:17,09:16,09:17,
202301067046776,06/01/2023,SMK,09:28,09:29,09:28,09:28,
202301067046776,06/01/2023,IPS,09:40,09:42,09:38,09:41,
202301067046776,06/01/2023,MNG,09:50,09:51,09:50,09:51,
202301067046776,06/01/2023,COL,10:00,10:01,09:58,10:00,
202301067046776,06/01/2023,CHM,10:23,10:24,10:16,10:23,
202301067046776,06/01/2023,SRA,10:55,10:55,10:48,10:54,
202301067046776,06/01/2023,LST,11:07,,11:02,,
202301067046778,06/01/2023,NRW,,10:00,,09:59,651
202301067046778,06/01/2023,DIS,10:16,10:17,10:16,10:18,651
202301067046778,06/01/2023,SMK,10:28,10:29,10:28,10:29,651
202301067046778,06/01/2023,IPS,10:40,10:42,10:38,10:41,651
202301067046778,06/01/2023,MNG,10:50,10:51,10:50,10:52,651
202301067046778,06/01/2023,COL,11:00,11:01,10:58,11:00,651
202301067046778,06/01/2023,CHM,11:18,11:20,11:16,11:19,651
202301067046778,06/01/2023,SRA,11:45,11:46,11:42,11:45,651
202301067046778,06/01/2023,LST,11:58,,11:52,,651
202301067046780,06/01/2023,NRW,,11:10,,11:10,
202301067046780,06/01/2023,DIS,11:26,11:27,11:25,11:27,
202301067046780,06/01/2023,SMK,11:38,11:39,11:37,11:38,
202301067046780,06/01/2023,IPS,11:50,11:52,11:48,11:51,
202301067046780,06/01/2023,MNG,12:00,12:01,12:00,12:01,
202301067046780,06/01/2023,COL,12:11,12:13,12:08,12:12,
202301067046780,06/01/2023,CHM,12:30,12:31,12:27,12:30,
202301067046780,06/01/2023,SRA,12:55,12:55,12:53,12:55,
202301067046780,06/01/2023,LST,13:07,,13:01,,
202301067046782,06/01/2023,NRW,,12:00,,11:59,
202301067046782,06/01/2023,DIS,12:16,12:17,12:16,12:17,
202301067046782,06/01/2023,SMK,12:28,12:29,12:28,12:29,
202301067046782,06/01/2023,IPS,12:40,12:42,12:38,12:41,
202301067046782,06/01/2023,MNG,12:50,12:51,12:50,12:51,
202301067046782,06/01/2023,COL,13:00,13:01,12:58,13:00,
202301067046782,06/01/2023,CHM,13:18,13:20,13:16,13:20,
202301067046782,06/01/2023,SRA,13:46,13:47,13:42,13:47,
202301067046782,06/01/2023,LST,13:59,,13:53,,
202301067046784,06/01/2023,NRW,,13:00,,12:59,
202301067046784,06/01/2023,DIS,13:16,13:17,13:15,13:17,
202301067046784,06/01/2023,SMK,13:28,13:29,13:27,13:28,
202301067046784,06/01/2023,IPS,13:40,13:42,13:38,13:42,
202301067046784,06/01/2023,MNG,13:50,13:51,13:51,13:51,
202301067046784,06/01/2023,COL,14:00,14:01,13:58,14:00,
202301067046784,06/01/2023,CHM,14:18,14:20,14:16,14:19,
202301067046784,06/01/2023,SRA,14:43,14:44,14:41,14:43,
202301067046784,06/01/2023,LST,14:56,,14:49,,
202301067046786,06/01/2023,NRW,,14:00,,13:59,
202301067046786,06/01/2023,DIS,14:16,14:17,14:16,14:17,
202301067046786,06/01/2023,SMK,14:28,14:29,14:27,14:28,
202301067046786,06/01/2023,IPS,14:40,14:42,14:38,14:41,
202301067046786,06/01/2023,MNG,14:50,14:51,14:50,14:51,
202301067046786,06/01/2023,COL,15:00,15:01,14:58,15:00,
202301067046786,06/01/2023,CHM,15:18,15:20,15:16,15:19,
202301067046786,06/01/2023,SRA,15:43,15:44,15:42,15:43,
202301067046786,06/01/2023,LST,15:56,,15:50,,
202301067046788,06/01/2023,NRW,,15:00,,14:59,
202301067046788,06/01/2023,DIS,15:16,15:17,15:15,15:17,
202301067046788,06/01/2023,SMK,15:28,15:29,15:27,15:28,
202301067046788,06/01/2023,IPS,15:40,15:42,15:38,15:41,
202301067046788,06/01/2023,MNG,15:50,15:51,15:50,15:51,
202301067046788,06/01/2023,COL,16:00,16:01,15:58,16:00,
202301067046788,06/01/2023,CHM,16:18,16:20,16:16,16:19,
202301067046788,06/01/2023,SRA,16:43,16:44,16:47,16:49,
202301067046788,06/01/2023,LST,16:56,,16:55,,
202301067046789,06/01/2023,NRW,,16:00,,16:00,574
202301067046789,06/01/2023,DIS,16:16,16:17,16:28,16:29,574
202301067046789,06/01/2023,SMK,16:28,16:29,16:39,16:39,574
202301067046789,06/01/2023,IPS,16:40,16:42,16:49,16:50,574
202301067046789,06/01/2023,MNG,16:50,16:51,16:59,17:00,574
202301067046789,06/01/2023,COL,17:00,17:01,17:06,17:06,574
202301067046789,06/01/2023,CHM,17:18,17:20,17:22,17:23,574
202301067046789,06/01/2023,SRA,17:43,17:44,17:46,17:47,574
202301067046789,06/01/2023,LST,17:56,,17:54,,574
202301077053108,07/01/2023,NRW,,08:00,,08:00,543
202301077053108,07/01/2023,DIS,08:16,08:17,08:16,08:17,543
202301077053108,07/01/2023,SMK,08:28,08:29,08:33,08:33,543
202301077053108,07/01/2023,IPS,08:40,08:42,08:43,08:44,543
202301077053108,07/01/2023,MNG,08:50,08:51,08:54,08:55,543
202301077053108,07/01/2023,COL,09:00,09:01,09:02,09:02,543
202301077053108,07/01/2023,CHM,09:18,09:20,09:19,09:20,543
202301077053108,07/01/2023,SRA,09:43,09:44,09:43,09:45,543
202301077053108,07/01/2023,LST,09:56,,09:51,,543
202301077053110,07/01/2023,NRW,,09:00,,08:59,543
202301077053110,07/01/2023,DIS,09:16,09:17,09:16,09:17,543
202301077053110,07/01/2023,SMK,09:28,09:29,09:34,09:34,543
202301077053110,07/01/2023,IPS,09:40,09:42,09:44,09:44,543
202301077053110,07/01/2023,MNG,09:50,09:51,09:53,09:54,543
202301077053110,07/01/2023,COL,10:00,10:01,10:01,10:01,543
202301077053110,07/01/2023,CHM,10:23,10:24,10:17,10:24,543
202301077053110,07/01/2023,SRA,10:55,10:55,10:53,10:55,543
202301077053110,07/01/2023,LST,11:07,,11:03,,543
202301077053112,07/01/2023,NRW,,10:00,,10:00,
202301077053112,07/01/2023,DIS,10:16,10:17,10:16,10:17,
202301077053112,07/01/2023,SMK,10:28,10:29,10:28,10:28,
202301077053112,07/01/2023,IPS,10:40,10:42,10:38,10:41,
202301077053112,07/01/2023,MNG,10:50,10:51,10:50,10:51,
202301077053112,07/01/2023,COL,11:00,11:01,10:58,11:00,
202301077053112,07/01/2023,CHM,11:18,11:20,11:16,11:20,
202301077053112,07/01/2023,SRA,11:45,11:46,11:44,11:46,
202301077053112,07/01/2023,LST,11:58,,11:52,,
202301077053114,07/01/2023,NRW,,11:10,,11:10,
202301077053114,07/01/2023,DIS,11:26,11:27,11:26,11:27,
202301077053114,07/01/2023,SMK,11:38,11:39,11:38,11:39,
202301077053114,07/01/2023,IPS,11:50,11:52,11:50,11:51,
202301077053114,07/01/2023,MNG,12:00,,12:01,,
202301077053114,07/01/2023,COL,12:11,12:13,,,832
202301077053114,07/01/2023,CHM,12:30,12:31,,,832
202301077053114,07/01/2023,SRA,12:57,12:57,,,832
202301077053114,07/01/2023,LST,13:09,,,,832
202301077053116,07/01/2023,NRW,,12:00,,12:00,
202301077053116,07/01/2023,DIS,12:16,12:17,12:16,12:17,
202301077053116,07/01/2023,SMK,12:28,12:29,12:28,12:29,
202301077053116,07/01/2023,IPS,12:40,12:42,12:39,12:41,
202301077053116,07/01/2023,MNG,12:50,,12:51,,
202301077053116,07/01/2023,COL,13:00,13:01,,,832
202301077053116,07/01/2023,CHM,13:18,13:20,,,832
202301077053116,07/01/2023,SRA,13:46,13:46,,,832
202301077053116,07/01/2023,LST,13:58,,,,832
202301077053118,07/01/2023,NRW,,13:00,,12:59,832
202301077053118,07/01/2023,DIS,13:16,13:17,13:15,13:16,832
202301077053118,07/01/2023,SMK,13:28,13:29,13:27,13:28,832
202301077053118,07/01/2023,IPS,13:40,13:42,13:38,13:41,832
202301077053118,07/01/2023,MNG,13:50,13:51,13:51,13:53,832
202301077053118,07/01/2023,COL,14:00,14:01,14:08,14:09,832
202301077053118,07/01/2023,CHM,14:18,14:20,14:25,14:26,832
202301077053118,07/01/2023,SRA,14:43,14:44,14:48,14:48,832
202301077053118,07/01/2023,LST,14:56,,14:54,,832
202301077053120,07/01/2023,NRW,,14:00,,13:59,895
202301077053120,07/01/2023,DIS,14:16,14:17,14:16,14:17,895
202301077053120,07/01/2023,SMK,14:28,14:29,14:27,14:28,895
202301077053120,07/01/2023,IPS,14:40,14:42,14:37,14:41,895
202301077053120,07/01/2023,MNG,14:50,14:51,14:53,14:56,895
202301077053120,07/01/2023,COL,15:00,15:01,15:04,15:04,895
202301077053120,07/01/2023,CHM,15:18,15:20,15:28,15:29,895
202301077053120,07/01/2023,SRA,15:43,15:44,15:55,15:56,895
202301077053120,07/01/2023,LST,15:56,,16:03,,895
202301077053122,07/01/2023,NRW,,15:00,,14:59,
202301077053122,07/01/2023,DIS,15:16,15:17,15:15,15:17,
202301077053122,07/01/2023,SMK,15:28,15:29,15:27,15:28,
202301077053122,07/01/2023,IPS,15:40,15:41,15:38,15:40,
202301077053122,07/01/2023,MNG,15:50,15:51,15:49,15:51,
202301077053122,07/01/2023,COL,15:59,16:01,15:58,16:00,
202301077053122,07/01/2023,CHM,16:18,16:20,16:16,16:20,
202301077053122,07/01/2023,SRA,16:43,16:44,16:42,16:44,
202301077053122,07/01/2023,LST,16:56,,16:50,,
202301077053123,07/01/2023,NRW,,16:00,,15:59,
202301077053123,07/01/2023,DIS,16:18,16:19,16:16,16:19,
202301077053123,07/01/2023,SMK,16:30,16:30,16:29,16:30,
