rid,date_of_service,location,planned_arrival_time,planned_departure_time,actual_arrival_time,actual_departure_time,late_canc_reason
202201017036072,01/01/2022,CHM,19:17,19:19,19:16,19:19,
202201017036072,01/01/2022,SRA,19:49,,19:48,,
202201017036072,01/01/2022,LST,20:00,,19:57,,
202201017036074,01/01/2022,NRW,,19:00,,18:59,
202201017036074,01/01/2022,DIS,19:16,19:17,19:15,19:17,
202201017036074,01/01/2022,SMK,19:28,19:29,19:28,19:28,
202201017036074,01/01/2022,IPS,19:40,19:41,19:39,19:41,
202201017036074,01/01/2022,MNG,19:50,19:51,19:49,19:51,
202201017036074,01/01/2022,COL,19:59,20:00,19:58,19:59,
202201017036074,01/01/2022,CHM,20:17,20:19,20:16,20:19,
202201017036074,01/01/2022,SRA,20:49,,20:48,,
202201017036074,01/01/2022,LST,21:00,,20:57,,
202201017036076,01/01/2022,NRW,,20:00,,20:00,
202201017036076,01/01/2022,DIS,20:16,20:17,20:16,20:17,
202201017036076,01/01/2022,SMK,20:28,20:29,20:27,20:28,
202201017036076,01/01/2022,IPS,20:40,20:41,20:38,20:40,
202201017036076,01/01/2022,MNG,20:50,20:51,20:49,20:51,
202201017036076,01/01/2022,COL,20:59,21:00,20:57,20:59,
202201017036076,01/01/2022,CHM,21:17,21:19,21:15,21:18,
202201017036076,01/01/2022,SRA,21:49,,21:48,,
202201017036076,01/01/2022,LST,22:00,,21:58,,
202201017036079,01/01/2022,NRW,,21:00,,20:59,
202201017036079,01/01/2022,DIS,21:16,21:17,21:15,21:17,
202201017036079,01/01/2022,SMK,21:28,21:29,21:27,21:28,
202201017036079,01/01/2022,IPS,21:41,21:42,21:38,21:41,
202201017036079,01/01/2022,MNG,21:51,21:52,21:50,21:51,
202201017036079,01/01/2022,COL,22:00,22:01,21:58,22:00,
202201017036079,01/01/2022,CHM,22:18,22:19,22:16,22:18,
202201017036079,01/01/2022,SRA,22:49,,22:42,,
202201017036079,01/01/2022,LST,23:00,,22:51,,
202201017036081,01/01/2022,NRW,,22:05,,22:05,
202201017036081,01/01/2022,DIS,22:21,22:22,22:20,22:21,
202201017036081,01/01/2022,SMK,22:33,22:34,22:32,22:33,
202201017036081,01/01/2022,IPS,22:45,22:46,22:43,22:46,
202201017036081,01/01/2022,MNG,22:54,22:55,22:55,22:56,
202201017036081,01/01/2022,COL,23:03,23:04,23:02,23:03,
202201017036081,01/01/2022,WTM,23:15,23:16,23:13,23:15,
202201017036081,01/01/2022,CHM,23:24,23:24,23:23,23:24,
202201017036081,01/01/2022,SNF,23:34,23:35,23:33,23:34,
202201017036081,01/01/2022,SRA,23:52,,23:51,,
202201017036081,01/01/2022,LST,00:03,,00:00,,
202201026756369,02/01/2022,NRW,,08:00,,07:59,
202201026756369,02/01/2022,DIS,08:16,08:17,08:15,08:17,
202201026756369,02/01/2022,SMK,08:28,08:29,08:27,08:28,
202201026756369,02/01/2022,IPS,08:40,08:41,08:38,08:40,
202201026756369,02/01/2022,MNG,08:50,08:51,08:49,08:50,
202201026756369,02/01/2022,COL,08:59,09:00,08:57,08:59,
202201026756369,02/01/2022,CHM,09:17,09:19,09:15,09:18,
202201026756369,02/01/2022,SRA,09:49,,09:41,,
202201026756369,02/01/2022,LST,10:00,,09:49,,
202201026756370,02/01/2022,NRW,,08:25,,08:25,651
202201026756370,02/01/2022,DIS,08:41,08:42,08:40,08:42,651
202201026756370,02/01/2022,SMK,08:53,08:54,08:53,08:53,651
202201026756370,02/01/2022,IPS,09:05,09:06,09:03,09:05,651
202201026756370,02/01/2022,COL,09:21,09:22,09:19,09:21,651
202201026756370,02/01/2022,CHM,09:39,09:41,09:38,09:40,651
202201026756370,02/01/2022,SNF,09:51,09:52,09:50,09:52,651
202201026756370,02/01/2022,LST,10:18,,10:16,,651
202201028009582,02/01/2022,NRW,,06:57,,06:56,
202201028009582,02/01/2022,DIS,07:13,07:14,07:13,07:14,
202201028009582,02/01/2022,SMK,07:25,07:25,07:24,07:24,
202201028009582,02/01/2022,IPS,07:36,07:37,07:35,07:36,
202201028009582,02/01/2022,MNG,07:46,07:46,07:45,07:46,
202201028009582,02/01/2022,COL,07:55,07:56,07:53,07:55,
202201028009582,02/01/2022,CHM,08:13,08:15,08:11,08:14,
202201028009582,02/01/2022,SRA,08:40,,08:38,,
202201028009582,02/01/2022,LST,08:50,,08:47,,
202201028009606,02/01/2022,NRW,,09:00,,09:00,
202201028009606,02/01/2022,DIS,09:16,09:17,09:15,09:17,
202201028009606,02/01/2022,SMK,09:28,09:29,09:27,09:28,
202201028009606,02/01/2022,IPS,09:40,09:41,09:38,09:40,
202201028009606,02/01/2022,MNG,09:50,09:51,09:49,09:51,
202201028009606,02/01/2022,COL,09:59,10:00,09:57,09:59,
202201028009606,02/01/2022,CHM,10:17,10:19,10:15,10:18,
202201028009606,02/01/2022,SRA,10:49,,10:42,,
202201028009606,02/01/2022,LST,11:00,,10:57,,
202201028009616,02/01/2022,NRW,,10:00,,10:00,
202201028009616,02/01/2022,DIS,10:16,10:17,10:15,10:17,
202201028009616,02/01/2022,SMK,10:28,10:29,10:27,10:28,
202201028009616,02/01/2022,IPS,10:40,10:41,10:38,10:40,
202201028009616,02/01/2022,MNG,10:50,10:51,10:49,10:51,
202201028009616,02/01/2022,COL,10:59,11:00,10:57,10:59,
202201028009616,02/01/2022,CHM,11:17,11:19,11:15,11:18,
202201028009616,02/01/2022,SRA,11:49,,11:48,,
202201028009616,02/01/2022,LST,12:00,,11:57,,
202201028009626,02/01/2022,NRW,,11:00,,11:00,
202201028009626,02/01/2022,DIS,11:16,11:17,11:16,11:17,
202201028009626,02/01/2022,SMK,11:28,11:29,11:27,11:28,
202201028009626,02/01/2022,IPS,11:40,11:41,11:38,11:40,
202201028009626,02/01/2022,MNG,11:50,11:51,11:49,11:51,
202201028009626,02/01/2022,COL,11:59,12:00,11:57,11:59,
202201028009626,02/01/2022,CHM,12:17,12:19,12:15,12:19,
202201028009626,02/01/2022,SRA,12:49,,12:48,,
202201028009626,02/01/2022,LST,13:00,,12:58,,
202201028009636,02/01/2022,NRW,,12:00,,12:00,
202201028009636,02/01/2022,DIS,12:16,12:17,12:16,12:17,
202201028009636,02/01/2022,SMK,12:28,12:29,12:28,12:28,
202201028009636,02/01/2022,IPS,12:40,12:41,12:39,12:41,
202201028009636,02/01/2022,MNG,12:50,12:51,12:50,12:51,
202201028009636,02/01/2022,COL,12:59,13:00,12:58,12:59,
202201028009636,02/01/2022,CHM,13:17,13:19,13:16,13:19,
202201028009636,02/01/2022,SRA,13:49,,13:48,,
202201028009636,02/01/2022,LST,14:00,,13:58,,
202201028009646,02/01/2022,NRW,,13:00,,13:00,
202201028009646,02/01/2022,DIS,13:16,13:17,13:16,13:17,
202201028009646,02/01/2022,SMK,13:28,13:29,13:27,13:28,
202201028009646,02/01/2022,IPS,13:40,13:41,13:38,13:40,
202201028009646,02/01/2022,MNG,13:50,13:51,13:49,13:51,
202201028009646,02/01/2022,COL,13:59,14:00,13:58,13:59,
202201028009646,02/01/2022,CHM,14:17,14:19,14:15,14:19,
202201028009646,02/01/2022,SRA,14:49,,14:48,,
202201028009646,02/01/2022,LST,15:00,,14:58,,
202201028009656,02/01/2022,NRW,,14:00,,14:00,
202201028009656,02/01/2022,DIS,14:16,14:17,14:15,14:17,
202201028009656,02/01/2022,SMK,14:28,14:29,14:27,14:28,
202201028009656,02/01/2022,IPS,14:40,14:41,14:38,14:40,
202201028009656,02/01/2022,MNG,14:50,14:51,14:49,14:51,
202201028009656,02/01/2022,COL,14:59,15:00,14:58,14:59,
202201028009656,02/01/2022,CHM,15:17,15:19,15:15,15:19,
202201028009656,02/01/2022,SRA,15:49,,15:47,,
202201028009656,02/01/2022,LST,16:00,,15:57,,
202201028009665,02/01/2022,NRW,,15:00,,15:00,
202201028009665,02/01/2022,DIS,15:16,15:17,15:16,15:18,
202201028009665,02/01/2022,SMK,15:28,15:29,15:28,15:29,
202201028009665,02/01/2022,IPS,15:40,15:41,15:39,15:41,
202201028009665,02/01/2022,MNG,15:50,15:51,15:49,15:51,
202201028009665,02/01/2022,COL,15:59,16:00,15:58,15:59,
202201028009665,02/01/2022,CHM,16:17,16:19,16:15,16:19,
202201028009665,02/01/2022,SRA,16:49,,16:48,,
202201028009665,02/01/2022,LST,17:00,,16:58,,
202201028009668,02/01/2022,NRW,,15:23,,15:22,
202201028009668,02/01/2022,DIS,15:39,15:40,15:39,15:40,
202201028009668,02/01/2022,SMK,15:51,15:52,15:51,15:51,
202201028009668,02/01/2022,IPS,16:04,16:05,16:03,16:05,
202201028009668,02/01/2022,COL,16:20,16:22,16:20,16:21,
202201028009668,02/01/2022,CHM,16:39,16:41,16:37,16:40,
202201028009668,02/01/2022,SNF,16:51,16:54,16:50,16:53,
202201028009668,02/01/2022,SRA,17:10,,17:10,,
202201028009668,02/01/2022,LST,17:20,,17:19,,
202201028009674,02/01/2022,NRW,,16:00,,15:59,
202201028009674,02/01/2022,DIS,16:16,16:17,16:15,16:17,
202201028009674,02/01/2022,SMK,16:28,16:29,16:27,16:28,
202201028009674,02/01/2022,IPS,16:40,16:41,16:38,16:40,
202201028009674,02/01/2022,MNG,16:50,16:51,16:49,16:50,
202201028009674,02/01/2022,COL,16:59,17:00,16:57,16:58,
202201028009674,02/01/2022,CHM,17:17,17:19,17:15,17:18,
202201028009674,02/01/2022,SRA,17:49,,17:48,,
202201028009674,02/01/2022,LST,18:00,,17:58,,
202201028009678,02/01/2022,NRW,,16:23,,16:23,
202201028009678,02/01/2022,DIS,16:39,16:40,16:38,16:40,
202201028009678,02/01/2022,SMK,16:51,16:52,16:51,16:51,
202201028009678,02/01/2022,IPS,17:03,17:05,17:01,17:04,
202201028009678,02/01/2022,COL,17:20,17:22,17:18,17:21,
202201028009678,02/01/2022,CHM,17:39,17:41,17:37,17:40,
202201028009678,02/01/2022,SNF,17:51,17:54,17:49,17:54,
202201028009678,02/01/2022,SRA,18:10,,18:08,,
202201028009678,02/01/2022,LST,18:20,,18:17,,
202201028009684,02/01/2022,NRW,,17:00,,16:59,
202201028009684,02/01/2022,DIS,17:16,17:17,17:15,17:17,
202201028009684,02/01/2022,SMK,17:28,17:29,17:27,17:28,
202201028009684,02/01/2022,IPS,17:40,17:41,17:39,17:40,
202201028009684,02/01/2022,MNG,17:50,17:51,17:49,17:51,
202201028009684,02/01/2022,COL,17:59,18:00,17:58,17:59,
202201028009684,02/01/2022,CHM,18:17,18:19,18:15,18:18,
202201028009684,02/01/2022,SRA,18:49,,18:48,,
202201028009684,02/01/2022,LST,19:00,,18:58,,
202201028009695,02/01/2022,NRW,,18:00,,18:00,
202201028009695,02/01/2022,DIS,18:16,18:17,18:16,18:17,
202201028009695,02/01/2022,SMK,18:28,18:29,18:27,18:28,
202201028009695,02/01/2022,IPS,18:40,18:41,18:38,18:40,
202201028009695,02/01/2022,MNG,18:50,18:51,18:49,18:51,
202201028009695,02/01/2022,COL,18:59,19:00,18:57,18:59,
202201028009695,02/01/2022,CHM,19:17,19:19,19:15,19:19,
202201028009695,02/01/2022,SRA,19:49,,19:48,,
202201028009695,02/01/2022,LST,20:00,,19:58,,
202201028009705,02/01/2022,NRW,,19:00,,18:59,
202201028009705,02/01/2022,DIS,19:16,19:17,19:15,19:17,
202201028009705,02/01/2022,SMK,19:28,19:29,19:28,19:28,
202201028009705,02/01/2022,IPS,19:40,19:41,19:38,19:40,
202201028009705,02/01/2022,MNG,19:50,19:51,19:49,19:52,
202201028009705,02/01/2022,COL,19:59,20:00,19:59,20:00,
202201028009705,02/01/2022,CHM,20:17,20:19,20:16,20:18,
202201028009705,02/01/2022,SRA,20:49,,20:48,,
202201028009705,02/01/2022,LST,21:00,,20:58,,
202201028009713,02/01/2022,NRW,,20:00,,19:59,704
202201028009713,02/01/2022,DIS,20:16,20:17,20:15,20:17,704
202201028009713,02/01/2022,SMK,20:28,20:29,20:28,20:28,704
202201028009713,02/01/2022,IPS,20:40,20:41,20:38,20:41,704
202201028009713,02/01/2022,MNG,20:50,20:51,20:50,20:51,704
202201028009713,02/01/2022,COL,20:59,21:00,20:57,21:04,704
202201028009713,02/01/2022,CHM,21:17,21:19,21:20,21:21,704
202201028009713,02/01/2022,SRA,21:49,,21:47,,704
202201028009713,02/01/2022,LST,22:00,,21:58,,704
202201028009723,02/01/2022,NRW,,21:00,,20:59,
202201028009723,02/01/2022,DIS,21:16,21:17,21:15,21:17,
202201028009723,02/01/2022,SMK,21:28,21:29,21:28,21:28,
202201028009723,02/01/2022,IPS,21:40,21:41,21:39,21:41,
202201028009723,02/01/2022,MNG,21:50,21:51,21:50,21:52,
202201028009723,02/01/2022,COL,21:59,22:00,21:58,21:59,
202201028009723,02/01/2022,CHM,22:17,22:19,22:15,22:19,
202201028009723,02/01/2022,SRA,22:49,,22:44,,
202201028009723,02/01/2022,LST,23:00,,22:55,,
202201028009729,02/01/2022,NRW,,22:05,,22:05,
202201028009729,02/01/2022,DIS,22:21,22:22,22:21,22:22,
202201028009729,02/01/2022,SMK,22:33,22:34,22:33,22:33,
202201028009729,02/01/2022,IPS,22:45,22:46,22:44,22:45,
202201028009729,02/01/2022,MNG,22:54,22:55,22:54,22:55,
202201028009729,02/01/2022,COL,23:03,23:04,23:02,23:03,
202201028009729,02/01/2022,WTM,23:15,23:16,23:14,23:15,
202201028009729,02/01/2022,CHM,23:24,23:24,23:23,23:24,
202201028009729,02/01/2022,SNF,23:34,23:35,23:32,23:35,
202201028009729,02/01/2022,SRA,23:52,,23:53,,
202201028009729,02/01/2022,LST,00:03,,00:01,,
202201037025937,03/01/2022,NRW,,05:00,,05:00,
202201037025937,03/01/2022,DIS,05:16,05:17,05:15,05:17,
202201037025937,03/01/2022,SMK,05:28,05:29,05:27,05:28,
202201037025937,03/01/2022,IPS,05:40,05:41,05:37,05:40,
202201037025937,03/01/2022,MNG,05:50,05:51,05:49,05:51,
202201037025937,03/01/2022,COL,05:59,06:00,05:57,05:59,
202201037025937,03/01/2022,CHM,06:17,06:19,06:15,06:18,
202201037025937,03/01/2022,SRA,06:49,,06:48,,
202201037025937,03/01/2022,LST,07:00,,06:57,,
202201037025940,03/01/2022,NRW,,06:00,,05:59,
202201037025940,03/01/2022,DIS,06:16,06:17,06:16,06:17,
202201037025940,03/01/2022,SMK,06:28,06:29,06:27,06:28,
202201037025940,03/01/2022,IPS,06:40,06:41,06:38,06:40,
202201037025940,03/01/2022,MNG,06:50,06:51,06:49,06:51,
202201037025940,03/01/2022,COL,06:59,07:00,06:57,06:58,
202201037025940,03/01/2022,CHM,07:17,07:19,07:16,07:19,
202201037025940,03/01/2022,SRA,07:49,,07:48,,
202201037025940,03/01/2022,LST,08:00,,07:58,,
202201037025943,03/01/2022,NRW,,07:00,,07:00,
202201037025943,03/01/2022,DIS,07:16,07:17,07:16,07:17,
202201037025943,03/01/2022,SMK,07:28,07:29,07:28,07:28,
202201037025943,03/01/2022,IPS,07:40,07:41,07:38,07:40,
202201037025943,03/01/2022,MNG,07:50,07:51,07:49,07:51,
202201037025943,03/01/2022,COL,07:59,08:00,07:58,07:59,
202201037025943,03/01/2022,CHM,08:17,08:19,08:15,08:18,
202201037025943,03/01/2022,SRA,08:49,,08:48,,
202201037025943,03/01/2022,LST,09:00,,08:58,,
202201037025945,03/01/2022,NRW,,08:00,,08:00,
202201037025945,03/01/2022,DIS,08:16,08:17,08:16,08:17,
202201037025945,03/01/2022,SMK,08:28,08:29,08:29,08:29,
202201037025945,03/01/2022,IPS,08:40,08:41,08:39,08:40,
202201037025945,03/01/2022,MNG,08:50,08:51,08:49,08:51,
202201037025945,03/01/2022,COL,08:59,09:00,08:57,08:58,
202201037025945,03/01/2022,CHM,09:17,09:19,09:15,09:18,
202201037025945,03/01/2022,SRA,09:49,,09:48,,
202201037025945,03/01/2022,LST,10:00,,09:58,,
202201037025947,03/01/2022,NRW,,08:25,,08:24,651
202201037025947,03/01/2022,DIS,08:42,08:43,08:41,08:43,651
202201037025947,03/01/2022,SMK,08:54,08:54,08:53,08:53,651
202201037025947,03/01/2022,IPS,09:05,09:06,09:04,09:05,651
202201037025947,03/01/2022,COL,09:21,09:22,09:20,09:21,651
202201037025947,03/01/2022,CHM,09:39,09:41,09:38,09:41,651
202201037025947,03/01/2022,SNF,09:51,09:52,09:50,09:52,651
202201037025947,03/01/2022,LST,10:18,,10:16,,651
202201037025949,03/01/2022,NRW,,09:00,,09:00,
202201037025949,03/01/2022,DIS,09:16,09:17,09:16,09:17,
202201037025949,03/01/2022,SMK,09:28,09:29,09:28,09:28,
202201037025949,03/01/2022,IPS,09:40,09:41,09:38,09:40,
202201037025949,03/01/2022,MNG,09:50,09:51,09:49,09:51,
202201037025949,03/01/2022,COL,09:59,10:00,09:58,09:59,
202201037025949,03/01/2022,CHM,10:17,10:19,10:14,10:18,
202201037025949,03/01/2022,SRA,10:49,,10:51,,
202201037025949,03/01/2022,LST,11:00,,11:00,,
202201037025951,03/01/2022,NRW,,10:00,,10:00,
202201037025951,03/01/2022,DIS,10:16,10:17,10:16,10:17,
202201037025951,03/01/2022,SMK,10:28,10:29,10:28,10:28,
202201037025951,03/01/2022,IPS,10:40,10:41,10:39,10:41,
202201037025951,03/01/2022,MNG,10:50,10:51,10:50,10:51,
202201037025951,03/01/2022,COL,10:59,11:00,10:58,10:59,
202201037025951,03/01/2022,CHM,11:17,11:19,11:15,11:19,
202201037025951,03/01/2022,SRA,11:49,,11:48,,
202201037025951,03/01/2022,LST,12:00,,11:58,,
202201037025953,03/01/2022,NRW,,11:00,,10:59,
202201037025953,03/01/2022,DIS,11:16,11:17,11:15,11:17,
202201037025953,03/01/2022,SMK,11:28,11:29,11:27,11:28,
202201037025953,03/01/2022,IPS,11:40,11:41,11:39,11:41,
202201037025953,03/01/2022,MNG,11:50,11:51,11:49,11:51,
202201037025953,03/01/2022,COL,11:59,12:00,11:57,11:59,
202201037025953,03/01/2022,CHM,12:17,12:19,12:15,12:19,
202201037025953,03/01/2022,SRA,12:49,,12:48,,
202201037025953,03/01/2022,LST,13:00,,12:55,,
202201037025955,03/01/2022,NRW,,12:00,,12:00,
202201037025955,03/01/2022,DIS,12:16,12:17,12:15,12:17,
